start_hour_str,dow_str,start_station_name,city,avg_duration,number_of_trips
Mid Morning,Thursday,San Jose City Hall,San Jose,8.2,33
Afternoon,Friday,Stanford in Redwood City,Redwood City,13.2,33
Mid Morning,Wednesday,Mountain View City Hall,Mountain View,4.7,32
Afternoon,Wednesday,Kaiser Hospital,Redwood City,7.7,32
Afternoon,Tuesday,Ryland Park,San Jose,6.6,32
Mid Morning,Monday,SJSU - San Salvador at 9th,San Jose,49.7,32
Afternoon,Thursday,Redwood City Medical Center,Redwood City,131.3,31
Afternoon,Monday,Redwood City Medical Center,Redwood City,6.6,31
Mid Morning,Thursday,Cowper at University,Palo Alto,4.6,31
Morning,Tuesday,San Antonio Shopping Center,Mountain View,5.1,31
Afternoon,Wednesday,Ryland Park,San Jose,5.9,31
Mid Morning,Friday,SJSU - San Salvador at 9th,San Jose,7.5,31
Mid Morning,Thursday,Washington at Kearney,San Francisco,9.4,31
Mid Morning,Tuesday,Cowper at University,Palo Alto,4.3,30
Morning,Wednesday,San Antonio Shopping Center,Mountain View,8.5,30
Afternoon,Wednesday,Washington at Kearney,San Francisco,9.0,30
Mid Morning,Friday,Washington at Kearney,San Francisco,10.2,30
Mid Morning,Wednesday,Washington at Kearney,San Francisco,9.6,30
Mid Morning,Monday,Post at Kearney,San Francisco,6.0,30
Mid Morning,Tuesday,San Jose City Hall,San Jose,4.4,29
Mid Morning,Wednesday,Cowper at University,Palo Alto,4.7,29
Afternoon,Friday,SJSU - San Salvador at 9th,San Jose,9.8,29
Mid Morning,Tuesday,Paseo de San Antonio,San Jose,7.2,28
Morning,Monday,San Antonio Shopping Center,Mountain View,5.9,28
Morning,Friday,San Antonio Shopping Center,Mountain View,5.9,28
Afternoon,Monday,Kaiser Hospital,Redwood City,8.1,28
Afternoon,Friday,Washington at Kearney,San Francisco,11.8,28
Mid Morning,Monday,Cowper at University,Palo Alto,11.1,27
Afternoon,Tuesday,California Ave Caltrain Station,Palo Alto,16.3,27
Afternoon,Thursday,San Jose Civic Center,San Jose,7.6,27
Mid Morning,Friday,Cowper at University,Palo Alto,4.0,26
Afternoon,Friday,San Jose Civic Center,San Jose,8.3,26
Mid Morning,Tuesday,SJSU 4th at San Carlos,San Jose,6.0,26
Mid Morning,Friday,San Antonio Shopping Center,Mountain View,6.7,26
Morning,Friday,Mezes,Redwood City,5.2,26
Mid Morning,Monday,San Jose City Hall,San Jose,4.6,25
Mid Morning,Wednesday,MLK Library,San Jose,8.0,25
Morning,Monday,San Jose City Hall,San Jose,8.9,25
Mid Morning,Thursday,SJSU 4th at San Carlos,San Jose,5.6,25
Afternoon,Monday,San Jose Civic Center,San Jose,6.9,25
Mid Morning,Thursday,San Salvador at 1st,San Jose,6.6,25
Mid Morning,Friday,St James Park,San Jose,6.5,25
Mid Morning,Tuesday,SJSU - San Salvador at 9th,San Jose,11.6,25
Mid Morning,Monday,San Salvador at 1st,San Jose,5.9,24
Mid Morning,Friday,Paseo de San Antonio,San Jose,7.2,24
Mid Morning,Wednesday,Paseo de San Antonio,San Jose,7.2,24
Mid Morning,Friday,San Pedro Square,San Jose,9.0,24
Mid Morning,Thursday,Mezes Park,Redwood City,4.6,24
Afternoon,Wednesday,San Jose Civic Center,San Jose,8.9,24
Afternoon,Thursday,Kaiser Hospital,Redwood City,8.2,24
Mid Morning,Tuesday,Washington at Kearney,San Francisco,8.5,24
Mid Morning,Friday,San Jose City Hall,San Jose,5.1,23
Morning,Thursday,San Jose City Hall,San Jose,7.9,23
Mid Morning,Wednesday,SJSU 4th at San Carlos,San Jose,6.9,23
Mid Morning,Monday,MLK Library,San Jose,9.5,23
Mid Morning,Thursday,Paseo de San Antonio,San Jose,6.7,23
Afternoon,Friday,Kaiser Hospital,Redwood City,8.5,23
Mid Morning,Friday,Japantown,San Jose,10.8,23
Morning,Tuesday,Post at Kearney,San Francisco,7.1,23
Mid Morning,Tuesday,MLK Library,San Jose,6.9,22
Afternoon,Tuesday,University and Emerson,Palo Alto,11.0,22
Mid Morning,Friday,Mezes Park,Redwood City,4.5,22
Mid Morning,Wednesday,Mezes Park,Redwood City,4.9,22
Morning,Tuesday,Mezes Park,Redwood City,4.0,22
Mid Morning,Friday,MLK Library,San Jose,9.6,21
Afternoon,Tuesday,Redwood City Medical Center,Redwood City,4.9,21
Mid Morning,Monday,SJSU 4th at San Carlos,San Jose,7.4,21
Afternoon,Friday,Redwood City Medical Center,Redwood City,6.5,21
Morning,Thursday,Mezes,Redwood City,5.1,21
Mid Morning,Wednesday,Japantown,San Jose,10.9,21
Afternoon,Thursday,Rengstorff Avenue / California Street,Mountain View,11.2,21
Mid Morning,Tuesday,Japantown,San Jose,11.6,21
Morning,Monday,Post at Kearney,San Francisco,5.5,21
Mid Morning,Monday,Paseo de San Antonio,San Jose,7.3,20
Mid Morning,Tuesday,San Salvador at 1st,San Jose,5.8,20
Mid Morning,Wednesday,San Salvador at 1st,San Jose,7.3,20
Morning,Thursday,Adobe on Almaden,San Jose,252.6,20
Afternoon,Wednesday,Rengstorff Avenue / California Street,Mountain View,6.8,20
Mid Morning,Monday,Washington at Kearney,San Francisco,8.1,20
Morning,Thursday,Post at Kearney,San Francisco,7.0,20
Morning,Thursday,Mezes Park,Redwood City,4.2,19
Mid Morning,Monday,Castro Street and El Camino Real,Mountain View,5.8,19
Mid Morning,Tuesday,St James Park,San Jose,7.1,18
Mid Morning,Monday,Mezes Park,Redwood City,4.3,18
Morning,Monday,Mezes,Redwood City,4.9,18
Mid Morning,Thursday,MLK Library,San Jose,8.9,18
Mid Morning,Thursday,San Pedro Square,San Jose,7.1,18
Mid Morning,Thursday,Rengstorff Avenue / California Street,Mountain View,9.6,18
Mid Morning,Friday,Rengstorff Avenue / California Street,Mountain View,9.4,18
Mid Morning,Monday,Japantown,San Jose,11.2,18
Morning,Tuesday,San Jose City Hall,San Jose,8.7,17
Afternoon,Friday,University and Emerson,Palo Alto,13.2,17
Afternoon,Monday,University and Emerson,Palo Alto,13.2,17
Afternoon,Monday,Ryland Park,San Jose,7.9,17
Morning,Friday,Washington at Kearney,San Francisco,12.9,17
Afternoon,Wednesday,University and Emerson,Palo Alto,14.9,16
Afternoon,Tuesday,San Jose Civic Center,San Jose,10.0,16
Mid Morning,Tuesday,Mezes Park,Redwood City,5.9,16
Morning,Tuesday,Mezes,Redwood City,5.1,16
Afternoon,Tuesday,Rengstorff Avenue / California Street,Mountain View,13.3,16
Mid Morning,Thursday,Japantown,San Jose,9.9,16
Mid Morning,Monday,Rengstorff Avenue / California Street,Mountain View,10.5,16
Mid Morning,Monday,San Jose Civic Center,San Jose,6.3,15
Afternoon,Thursday,University and Emerson,Palo Alto,10.7,15
Mid Morning,Monday,California Ave Caltrain Station,Palo Alto,12.7,15
Mid Morning,Tuesday,San Pedro Square,San Jose,8.1,15
Morning,Wednesday,Mezes Park,Redwood City,4.1,15
Mid Morning,Tuesday,Rengstorff Avenue / California Street,Mountain View,13.1,15
Morning,Friday,Post at Kearney,San Francisco,6.7,15
Mid Morning,Wednesday,Castro Street and El Camino Real,Mountain View,6.4,14
Morning,Friday,SJSU 4th at San Carlos,San Jose,6.7,14
Mid Morning,Friday,Castro Street and El Camino Real,Mountain View,6.1,14
Mid Morning,Friday,SJSU 4th at San Carlos,San Jose,6.6,14
Morning,Friday,Mezes Park,Redwood City,3.9,14
Morning,Monday,Mezes Park,Redwood City,4.3,14
Morning,Tuesday,California Ave Caltrain Station,Palo Alto,14.4,14
Mid Morning,Thursday,St James Park,San Jose,5.8,14
Mid Morning,Wednesday,University and Emerson,Palo Alto,10.6,14
Morning,Tuesday,Adobe on Almaden,San Jose,7.4,14
Morning,Wednesday,Post at Kearney,San Francisco,7.4,14
Morning,Wednesday,SJSU 4th at San Carlos,San Jose,7.8,13
Mid Morning,Friday,Evelyn Park and Ride,Mountain View,12.8,13
Afternoon,Tuesday,Mezes Park,Redwood City,4.5,13
Morning,Wednesday,California Ave Caltrain Station,Palo Alto,13.8,13
Mid Morning,Monday,San Pedro Square,San Jose,9.2,13
Mid Morning,Wednesday,Rengstorff Avenue / California Street,Mountain View,11.1,13
Morning,Thursday,California Ave Caltrain Station,Palo Alto,14.5,12
Mid Morning,Thursday,California Ave Caltrain Station,Palo Alto,12.9,12
Mid Morning,Tuesday,California Ave Caltrain Station,Palo Alto,11.4,12
Mid Morning,Wednesday,California Ave Caltrain Station,Palo Alto,10.5,11
Mid Morning,Thursday,University and Emerson,Palo Alto,11.1,11
Morning,Tuesday,Franklin at Maple,Redwood City,4.1,11
Afternoon,Tuesday,Redwood City Public Library,Redwood City,5.4,11
Afternoon,Monday,5th St at Folsom St,San Francisco,6.4,11
Mid Morning,Wednesday,Evelyn Park and Ride,Mountain View,4.5,11
Afternoon,Tuesday,5th St at Folsom St,San Francisco,8.6,11
Afternoon,Monday,Rengstorff Avenue / California Street,Mountain View,11.3,11
Morning,Wednesday,San Jose City Hall,San Jose,10.9,11
Morning,Friday,Franklin at Maple,Redwood City,4.0,10
Morning,Tuesday,SJSU 4th at San Carlos,San Jose,5.7,10
Mid Morning,Thursday,San Jose Civic Center,San Jose,7.8,10
Morning,Wednesday,University and Emerson,Palo Alto,11.6,10
Afternoon,Tuesday,Kaiser Hospital,Redwood City,8.0,10
Morning,Monday,Adobe on Almaden,San Jose,6.9,10
Mid Morning,Monday,St James Park,San Jose,7.2,10
Afternoon,Friday,Rengstorff Avenue / California Street,Mountain View,11.3,10
Morning,Thursday,Franklin at Maple,Redwood City,4.0,9
Morning,Friday,San Jose City Hall,San Jose,6.6,9
Afternoon,Thursday,Mezes Park,Redwood City,4.7,9
Mid Morning,Thursday,Evelyn Park and Ride,Mountain View,5.0,9
Afternoon,Friday,Mezes Park,Redwood City,4.4,9
Afternoon,Wednesday,Mezes Park,Redwood City,7.0,9
Morning,Tuesday,Arena Green / SAP Center,San Jose,6.7,9
Mid Morning,Thursday,Castro Street and El Camino Real,Mountain View,6.1,9
Mid Morning,Friday,San Salvador at 1st,San Jose,7.3,9
Morning,Monday,California Ave Caltrain Station,Palo Alto,14.3,9
Afternoon,Monday,Charleston Park/ North Bayshore Area,Mountain View,19.8,9
Mid Morning,Tuesday,Castro Street and El Camino Real,Mountain View,5.0,8
Mid Morning,Friday,San Mateo County Center,Redwood City,7.0,8
Mid Morning,Tuesday,University and Emerson,Palo Alto,12.6,8
Mid Morning,Wednesday,San Pedro Square,San Jose,7.3,8
Mid Morning,Tuesday,Evelyn Park and Ride,Mountain View,4.6,8
Morning,Friday,Arena Green / SAP Center,San Jose,9.8,8
Afternoon,Wednesday,Redwood City Public Library,Redwood City,6.6,8
Afternoon,Wednesday,5th St at Folsom St,San Francisco,7.6,8
Morning,Wednesday,Mezes,Redwood City,6.5,8
Morning,Friday,Adobe on Almaden,San Jose,5.1,8
Mid Morning,Monday,Arena Green / SAP Center,San Jose,9.9,8
Morning,Friday,California Ave Caltrain Station,Palo Alto,14.9,8
Afternoon,Thursday,Charleston Park/ North Bayshore Area,Mountain View,19.1,8
Mid Morning,Monday,5th St at Folsom St,San Francisco,6.0,7
Morning,Monday,Arena Green / SAP Center,San Jose,6.0,7
Mid Morning,Friday,Arena Green / SAP Center,San Jose,4.7,7
Mid Morning,Friday,California Ave Caltrain Station,Palo Alto,7.6,7
Mid Morning,Tuesday,Arena Green / SAP Center,San Jose,12.4,7
Morning,Tuesday,San Mateo County Center,Redwood City,6.3,7
Mid Morning,Friday,Adobe on Almaden,San Jose,5.6,7
Afternoon,Thursday,Franklin at Maple,Redwood City,5.0,7
Afternoon,Thursday,5th St at Folsom St,San Francisco,7.6,7
Morning,Tuesday,Stanford in Redwood City,Redwood City,11.1,7
Mid Morning,Monday,Evelyn Park and Ride,Mountain View,3.7,7
Mid Morning,Monday,University and Emerson,Palo Alto,12.0,7
Morning,Monday,Franklin at Maple,Redwood City,4.1,7
Morning,Monday,University and Emerson,Palo Alto,12.1,7
Morning,Tuesday,University and Emerson,Palo Alto,15.8,6
Morning,Thursday,SJSU 4th at San Carlos,San Jose,6.0,6
Mid Morning,Wednesday,St James Park,San Jose,3.2,6
Mid Morning,Friday,University and Emerson,Palo Alto,9.3,6
Mid Morning,Friday,San Jose Civic Center,San Jose,5.8,6
Mid Morning,Monday,Park at Olive,Palo Alto,13.2,6
Afternoon,Monday,Mezes Park,Redwood City,3.8,6
Mid Morning,Tuesday,San Mateo County Center,Redwood City,8.3,6
Morning,Thursday,Arena Green / SAP Center,San Jose,11.2,6
Morning,Friday,University and Emerson,Palo Alto,9.0,6
Mid Morning,Friday,5th St at Folsom St,San Francisco,6.2,6
Morning,Monday,Charleston Park/ North Bayshore Area,Mountain View,11.2,6
Morning,Wednesday,Redwood City Medical Center,Redwood City,9.8,6
Afternoon,Wednesday,Charleston Park/ North Bayshore Area,Mountain View,16.8,6
Morning,Thursday,Stanford in Redwood City,Redwood City,13.8,6
Afternoon,Friday,Franklin at Maple,Redwood City,4.4,5
Morning,Monday,SJSU 4th at San Carlos,San Jose,8.0,5
Morning,Tuesday,Park at Olive,Palo Alto,15.0,5
Morning,Friday,San Mateo County Center,Redwood City,7.2,5
Mid Morning,Wednesday,Park at Olive,Palo Alto,10.8,5
Morning,Wednesday,Franklin at Maple,Redwood City,4.0,5
Afternoon,Friday,5th St at Folsom St,San Francisco,6.4,5
Afternoon,Thursday,San Mateo County Center,Redwood City,7.6,5
Morning,Wednesday,Adobe on Almaden,San Jose,5.4,5
Morning,Wednesday,5th St at Folsom St,San Francisco,6.4,5
Mid Morning,Monday,San Mateo County Center,Redwood City,5.2,5
Mid Morning,Tuesday,Adobe on Almaden,San Jose,5.2,5
Afternoon,Monday,Redwood City Public Library,Redwood City,4.8,5
Mid Morning,Wednesday,5th St at Folsom St,San Francisco,5.2,5
Afternoon,Friday,Redwood City Public Library,Redwood City,7.6,5
Mid Morning,Wednesday,San Jose Civic Center,San Jose,7.0,5
Mid Morning,Wednesday,Arena Green / SAP Center,San Jose,8.8,5
Mid Morning,Tuesday,5th St at Folsom St,San Francisco,6.6,5
Morning,Wednesday,Stanford in Redwood City,Redwood City,11.2,5
Mid Morning,Tuesday,Stanford in Redwood City,Redwood City,14.6,5
Afternoon,Tuesday,Charleston Park/ North Bayshore Area,Mountain View,20.8,5
Mid Morning,Wednesday,Adobe on Almaden,San Jose,5.3,4
Morning,Friday,Park at Olive,Palo Alto,5.0,4
Mid Morning,Thursday,Adobe on Almaden,San Jose,5.5,4
Morning,Thursday,Redwood City Medical Center,Redwood City,4.0,4
Mid Morning,Wednesday,San Mateo County Center,Redwood City,3.5,4
Mid Morning,Thursday,Park at Olive,Palo Alto,14.8,4
Morning,Monday,Park at Olive,Palo Alto,10.3,4
Morning,Thursday,Park at Olive,Palo Alto,13.0,4
Morning,Thursday,5th St at Folsom St,San Francisco,6.3,4
Mid Morning,Tuesday,Park at Olive,Palo Alto,13.8,4
Morning,Friday,Redwood City Medical Center,Redwood City,4.3,4
Morning,Monday,5th St at Folsom St,San Francisco,6.0,4
Mid Morning,Friday,Park at Olive,Palo Alto,12.5,4
Morning,Friday,Charleston Park/ North Bayshore Area,Mountain View,9.5,4
Morning,Thursday,Charleston Park/ North Bayshore Area,Mountain View,11.8,4
Morning,Friday,Stanford in Redwood City,Redwood City,12.0,4
Afternoon,Friday,Middlefield Light Rail Station,Mountain View,14.3,4
Afternoon,Friday,Charleston Park/ North Bayshore Area,Mountain View,19.3,4
Morning,Wednesday,Arena Green / SAP Center,San Jose,6.3,3
Afternoon,Tuesday,San Mateo County Center,Redwood City,4.0,3
Mid Morning,Thursday,Franklin at Maple,Redwood City,3.3,3
Mid Morning,Friday,Franklin at Maple,Redwood City,3.3,3
Mid Morning,Tuesday,Franklin at Maple,Redwood City,4.3,3
Morning,Thursday,University and Emerson,Palo Alto,7.3,3
Afternoon,Tuesday,Franklin at Maple,Redwood City,4.3,3
Morning,Tuesday,5th St at Folsom St,San Francisco,6.3,3
Mid Morning,Tuesday,Redwood City Medical Center,Redwood City,5.0,3
Morning,Wednesday,San Mateo County Center,Redwood City,8.3,3
Mid Morning,Thursday,San Mateo County Center,Redwood City,9.3,3
Mid Morning,Wednesday,Redwood City Public Library,Redwood City,6.0,3
Morning,Friday,5th St at Folsom St,San Francisco,5.7,3
Afternoon,Wednesday,Franklin at Maple,Redwood City,4.0,3
Mid Morning,Thursday,Redwood City Medical Center,Redwood City,5.3,3
Afternoon,Friday,S. Market St at Park Ave,San Jose,6.7,3
Morning,Monday,San Mateo County Center,Redwood City,8.0,3
Mid Morning,Tuesday,San Jose Civic Center,San Jose,6.3,3
Mid Morning,Monday,Adobe on Almaden,San Jose,10.7,3
Morning,Tuesday,Charleston Park/ North Bayshore Area,Mountain View,15.7,3
Mid Morning,Thursday,5th St at Folsom St,San Francisco,7.0,3
Mid Morning,Friday,Santa Clara County Civic Center,San Jose,11.3,3
Mid Morning,Thursday,Santa Clara County Civic Center,San Jose,12.7,3
Afternoon,Monday,Middlefield Light Rail Station,Mountain View,12.7,3
Afternoon,Thursday,Middlefield Light Rail Station,Mountain View,13.7,3
Morning,Monday,Stanford in Redwood City,Redwood City,13.3,3
Afternoon,Wednesday,Middlefield Light Rail Station,Mountain View,14.3,3
Mid Morning,Friday,Stanford in Redwood City,Redwood City,14.3,3
Mid Morning,Wednesday,Stanford in Redwood City,Redwood City,18.0,3
Mid Morning,Wednesday,Franklin at Maple,Redwood City,3.0,2
Morning,Wednesday,Redwood City Public Library,Redwood City,3.0,2
Morning,Monday,Redwood City Public Library,Redwood City,3.5,2
Mid Morning,Friday,Redwood City Public Library,Redwood City,3.5,2
Morning,Tuesday,Redwood City Public Library,Redwood City,3.0,2
Afternoon,Friday,San Mateo County Center,Redwood City,4.0,2
Mid Morning,Wednesday,Mezes,Redwood City,4.0,2
Mid Morning,Thursday,S. Market St at Park Ave,San Jose,4.5,2
Afternoon,Monday,San Mateo County Center,Redwood City,19.5,2
Afternoon,Thursday,Redwood City Public Library,Redwood City,6.0,2
Mid Morning,Wednesday,Redwood City Medical Center,Redwood City,5.5,2
Mid Morning,Thursday,Kaiser Hospital,Redwood City,7.5,2
Mid Morning,Monday,Redwood City Medical Center,Redwood City,6.5,2
Afternoon,Monday,Cyril Magnin St at Ellis St,San Francisco,8.5,2
Mid Morning,Thursday,Charleston Park/ North Bayshore Area,Mountain View,7.5,2
Morning,Tuesday,Sequoia Hospital,Redwood City,7.0,2
Afternoon,Thursday,San Jose Government Center,San Jose,18.0,2
Afternoon,Thursday,Cyril Magnin St at Ellis St,San Francisco,10.5,2
Morning,Wednesday,Santa Clara County Civic Center,San Jose,12.0,2
Afternoon,Friday,5th S at E. San Salvador St,San Jose,11.0,2
Mid Morning,Monday,Santa Clara County Civic Center,San Jose,11.0,2
Afternoon,Monday,Broadway at Main,Redwood City,12.5,2
Afternoon,Tuesday,Middlefield Light Rail Station,Mountain View,14.0,2
Afternoon,Wednesday,San Jose Government Center,San Jose,18.0,2
Morning,Tuesday,Santa Clara County Civic Center,San Jose,19.0,2
Morning,Wednesday,Park at Olive,Palo Alto,20.5,2
Afternoon,Tuesday,Broadway at Main,Redwood City,1.0,1
Mid Morning,Wednesday,Cyril Magnin St at Ellis St,San Francisco,1.0,1
Afternoon,Tuesday,Cyril Magnin St at Ellis St,San Francisco,2.0,1
Afternoon,Wednesday,San Mateo County Center,Redwood City,3.0,1
Afternoon,Monday,Mezes,Redwood City,3.0,1
Mid Morning,Friday,Broadway at Main,Redwood City,3.0,1
Morning,Wednesday,S. Market St at Park Ave,San Jose,4.0,1
Morning,Thursday,Redwood City Public Library,Redwood City,4.0,1
Mid Morning,Monday,S. Market St at Park Ave,San Jose,4.0,1
Mid Morning,Tuesday,Broadway at Main,Redwood City,4.0,1
Mid Morning,Monday,Redwood City Public Library,Redwood City,4.0,1
Mid Morning,Thursday,Redwood City Public Library,Redwood City,4.0,1
Mid Morning,Friday,S. Market St at Park Ave,San Jose,4.0,1
Mid Morning,Wednesday,Charleston Park/ North Bayshore Area,Mountain View,4.0,1
Mid Morning,Tuesday,Mezes,Redwood City,4.0,1
Morning,Tuesday,Redwood City Medical Center,Redwood City,4.0,1
Afternoon,Monday,Franklin at Maple,Redwood City,5.0,1
Morning,Friday,Redwood City Public Library,Redwood City,5.0,1
Afternoon,Tuesday,S. Market St at Park Ave,San Jose,5.0,1
Mid Morning,Friday,Redwood City Medical Center,Redwood City,6.0,1
Mid Morning,Friday,Kaiser Hospital,Redwood City,6.0,1
Morning,Friday,Cyril Magnin St at Ellis St,San Francisco,7.0,1
Morning,Wednesday,Cyril Magnin St at Ellis St,San Francisco,8.0,1
Mid Morning,Monday,Charleston Park/ North Bayshore Area,Mountain View,8.0,1
Afternoon,Friday,Cyril Magnin St at Ellis St,San Francisco,8.0,1
Morning,Wednesday,Kaiser Hospital,Redwood City,8.0,1
Afternoon,Wednesday,Mezes,Redwood City,8.0,1
Morning,Monday,Redwood City Medical Center,Redwood City,9.0,1
Afternoon,Monday,S. Market St at Park Ave,San Jose,10.0,1
Mid Morning,Wednesday,S. Market St at Park Ave,San Jose,10.0,1
Morning,Monday,Cyril Magnin St at Ellis St,San Francisco,10.0,1
Morning,Wednesday,5th S at E. San Salvador St,San Jose,10.0,1
Mid Morning,Monday,Cyril Magnin St at Ellis St,San Francisco,10.0,1
Morning,Thursday,5th S at E. San Salvador St,San Jose,11.0,1
Mid Morning,Friday,Charleston Park/ North Bayshore Area,Mountain View,11.0,1
Mid Morning,Thursday,Arena Green / SAP Center,San Jose,12.0,1
Morning,Wednesday,5th St at E. San Salvador St,San Jose,12.0,1
Mid Morning,Monday,Middlefield Light Rail Station,Mountain View,12.0,1
Afternoon,Wednesday,Cyril Magnin St at Ellis St,San Francisco,12.0,1
Mid Morning,Monday,Stanford in Redwood City,Redwood City,14.0,1
Mid Morning,Thursday,Stanford in Redwood City,Redwood City,14.0,1
Mid Morning,Thursday,Mezes,Redwood City,14.0,1
Afternoon,Tuesday,5th S at E. San Salvador St,San Jose,14.0,1
Mid Morning,Wednesday,Santa Clara County Civic Center,San Jose,14.0,1
Morning,Wednesday,Charleston Park/ North Bayshore Area,Mountain View,16.0,1
Mid Morning,Tuesday,San Jose Government Center,San Jose,21.0,1
Mid Morning,Friday,San Jose Government Center,San Jose,22.0,1
Afternoon,Tuesday,San Jose Government Center,San Jose,24.0,1
Mid Morning,Tuesday,Redwood City Public Library,Redwood City,28.0,1
